city_id,city_name,state,state_code,district,latitude,longitude,destination_type,description,ideal_duration_days,best_time_to_visit,budget_level,is_major_destination,tourist_place_count,coverage_status,source,last_verified
CT-0191,Ooty,Tamil Nadu,ST-31,,,,Hill Station,"Often referred to as Queen of hill stations, Ooty is one of the best hill stations in India and among the top places to visit in Tamilnadu. Ooty is situated at a distance of 265 km from Bangalore.At an altitude of 7,440 feet, Ooty was a popular summer retreat for the British during colonial days. The rolling hills, lush green vegetation, and misty landscapes attract a large number of tourists to t...",2-3,October-June,,True,41,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0192,Ooty (Udhagamandalam),Tamil Nadu,ST-31,,11.405675375,76.700365625,Hill Station,,,,,False,8,NEEDS_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0193,Pichavaram,Tamil Nadu,ST-31,,11.431882,79.781047,Nature Destination,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0194,Rameswaram,Tamil Nadu,ST-31,Ramanathapuram,9.293995125,79.309690625,Pilgrimage,,,,,False,8,NEEDS_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0195,Thanjavur,Tamil Nadu,ST-31,Thanjavur,10.786192428571429,79.13476514285715,Heritage Destination,,,,,True,16,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0196,Tiruchirappalli,Tamil Nadu,ST-31,Tiruchirappalli,10.835345571428572,78.68440671428571,Heritage Destination,,,,,False,7,NEEDS_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0197,Tirunelveli,Tamil Nadu,ST-31,Tirunelveli,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0198,Tiruvannamalai,Tamil Nadu,ST-31,Tiruvanamalai,12.231646,79.06774,Pilgrimage,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0199,Vellore,Tamil Nadu,ST-31,Vellore,12.922224333333332,79.13507966666667,Heritage Destination,,,,,False,3,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0200,Yelagiri,Tamil Nadu,ST-31,,12.602664,78.651221,Hill Station,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0201,Yercaud,Tamil Nadu,ST-31,,11.777837714285713,78.21348814285714,Hill Station,,,,,False,8,NEEDS_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0202,Hyderabad,Telangana,ST-32,Unnao,,,Historical & Heritage,"Hyderabad (also known as Bhagya Nagaram) is the fifth largest metropolis of India and the capital of the states of Telangana and Andhra Pradesh. It is known for its rich history and culture with monuments, mosques, temples, a rich and varied heritage in arts, crafts and dance. Also known as The City of Nizams and The City of Pearls, Hyderabad is today one of the fast developing cities in the count...",2-4,,,True,53,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0203,Agartala,Tripura,ST-33,West Tripura ,,,,,1-2,,,True,11,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0204,Dumboor,Tripura,ST-33,,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0205,Unakoti,Tripura,ST-33,,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0206,Ahilyanagar,,,,,,,,,,,False,3,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0207,Alibaug,,,,,,Historical & Heritage,"Alibaug, or Alibag is a coastal town in the Raigad district of Maharashtra. About 75 km from Lonavala, & 102 km from Mumbai, it is one of the popular places for beaches in Maharashtra, and among the must include places in Konkan Tour Packages.Located in the Konkan region of Maharashtra, Alibaug is well known for its beautiful beaches and ancient forts that are the most visited places as part of Al...",1-2,,,True,22,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0208,Alleppey,,,,,,Beach,"Popularly known as the 'Venice of the East, Alappuzha or Alleppey is one of the best places to visit near Kochi, and among the must-include places in Kerala tour packages. It is about 63 km from Kochi, and 152 km from Trivandrum.Along with Kumarakom, Alappuzha is among the most famous destination of Backwaters in Kerala. A houseboat cruise in these backwaters is a delightful experience. The never-...",1-2,-February,,True,32,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0209,Amarnath,,,,,,,,1,,,False,3,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0210,Andaman,,,,,,,,4-6,October-March,,True,35,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0211,Andaman Islands,,,,,,Beach,"The Andaman & Nicobar Islands form an archipelago in the Bay of Bengal between India and Myanmar. Most part of the Andaman & Nicobar Islands is a Union Territory of India, while a small part in the north of the archipelago, including the Coco Islands, belongs to Myanmar. Port Blair is the capital town and the tourist hub in Andaman Islands. Andamans are one of the popular destinations for honeymoo...",,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0212,Chhatrapati Sambhajinagar,,,,,,,,,,,False,3,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0213,Dharamshala,,,,,,Hill Station,"At an average altitude of 1,475 m above sea level, Dharamshala is a pristine hill station situated in the Kangra district of Himachal Pradesh. It is one of the best hill stations in Himachal Pradesh, and among the most famous places to visit near Delhi. It is about 234 km from Manali, 237 km from Shimla, and 486 km from Delhi.Often called the gateway to the Kangra valley, Dharamshala is the headqu...",2-4,-,,True,36,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0214,Hubli,,,,,,,,,,,False,3,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0215,Jim Corbett National Park,,,,,,Wildlife,"At a distance of 4 km from Ramnagar Railway Station, 65 km from Nainital, 232 km from Dehradun, and 261 km from Delhi, Jim Corbett National Park is India's oldest and most popular National Park in India. The Park acts as a protection zone for Bengal Tigers of India. It is one of the wellknown wildlife sanctuaries in India and among the best places to visit near Delhi.Corbett National Park was esta...",1-2,,,True,17,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0216,Kasol,,,,,,,,2-3,October-June,,True,18,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0217,Khandala,,,,,,,,1-2,,,True,22,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0218,Lakshadweep,,,,,,,,4-6,September-February,,True,11,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0219,Lavasa,,,,,,,,1,,,False,5,NEEDS_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0220,Leh Ladakh,,,,,,,,5-7,JulyOctober,,True,44,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0221,Mcleodganj,,,,,,,,2-3,October-June,,True,32,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0222,Mumbai,,,,,,Historical & Heritage,"Mumbai is the capital city of the Indian state of Maharashtra. About 149 km from Pune, it is the wealthiest city in India with highest number of billionaires and is also one of the must include places in Maharashtra tour packages.Mumbai is more affectionately known as the city of dreams. The city is a collection of 7 islands and was named after the goddess Mumbadevi. Gateway of India, Chhatrapati ...",3-5,October-February,,True,53,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0223,Nanded,,,,,,,,,,,False,3,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0224,Poovar,,,,,,,,1,,,False,8,NEEDS_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0225,Raigad,,,,,,,,,,,False,3,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0226,Rameshwaram,,,,,,Pilgrimage,"Rameshwaram is one of the popular places of pilgrimage in Tamilnadu as well as in India. Situated at a distance of 562 km from Chennai, the town is home to the famous Rameshwaram Temple, among the must include places in Tamilnadu Tour Packages. Dedicated to Lord Shiva, Rameshwaram Temple is one of the Jyotirlinga temples in India, and is one of the top attractions you must visit as part of Rameshw...",1-2,,,True,21,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0227,Ranthambore,,,,,,,,1,,,True,19,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0228,Sangli,,,,,,,,,,,False,3,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0229,Shimoga (Shivamogga),,,,,,,,1-2,,,True,33,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0230,Sindhudurg,,,,,,,,,,,False,3,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0231,Trichy,,,,,,,,,,,False,3,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0232,Vaishno Devi,,,,,,,,1,,,False,6,NEEDS_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0233,Agra,Uttar Pradesh,ST-34,Agra,,,City,"At a distance of 214 km from Delhi, 242 km from Jaipur, 359 km from Lucknow, 576 km from Bhopal, 847 km from Patna and 876 Km from Ahmedabad, Agra, the land of the Taj Mahal, which is one of the Seven Wonders of the World, is situated on the banks of River Yamuna in the state of Uttar Pradesh. Agra is also among best weekend getaways near Delhi & Noida for a two day trip. Agra is one of the most p...",1-2,,,True,18,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0234,Aligarh,Uttar Pradesh,ST-34,Aligarh,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0235,Allahabad,Uttar Pradesh,ST-34,Allahabad ,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0236,Ayodhya,Uttar Pradesh,ST-34,Faizabad,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0237,Bareilly,Uttar Pradesh,ST-34,Bareilly,,,,,,,,False,3,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0238,Fatehpur Sikri,Uttar Pradesh,ST-34,Agra,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0239,Ghaziabad,Uttar Pradesh,ST-34,Ghaziabad,,,,,,,,False,3,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0240,Jhansi,Uttar Pradesh,ST-34,Jhansi,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0241,Kanpur,Uttar Pradesh,ST-34,Kanpur Nagar,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0242,Lucknow,Uttar Pradesh,ST-34,Lucknow,,,,,1-2,,,True,41,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0243,Mathura,Uttar Pradesh,ST-34,Mathura,,,Pilgrimage,"At a distance of 56 km from Agra, 159 km from Delhi, 419 km from Lucknow and 224 km from Jaipur, Mathura is an ancient city and also the district headquarters of Mathura in the state of Uttar Pradesh. Mathura is one of the popular tourist places near Agra and also one of the best places to visit near Delhi.Mathura is one of the seven cities (Sapta Puri) considered holy by Hindus, the other six are...",1-2,,,True,29,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0244,Meerut,Uttar Pradesh,ST-34,Meerut,,,,,,,,False,3,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0245,Moradabad,Uttar Pradesh,ST-34,Moradabad,,,,,,,,False,3,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0246,Noida,Uttar Pradesh,ST-34,Gautam Buddha Nagar,,,,,,,,False,3,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0247,Porbandar,Uttar Pradesh,ST-34,Porbandar,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0248,Sarnath,Uttar Pradesh,ST-34,,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0249,Taj Mahal,Uttar Pradesh,ST-34,,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0250,Varanasi,Uttar Pradesh,ST-34,Varanasi,,,Pilgrimage,"At a distance of 125 km from Allahabad, 163 km from Aurangabad, 208 km from Gorakhpur, 239 km from Rewa, 250 km from Patna, 258 km from Gaya, 321 km from Lucknow, and 327 km from Kanpur, Varanasi is an ancient city located on the banks of river Ganga in Uttar Pradesh, India. It is one among the most revered places of Pilgrimage in India and also one of the best places to visit in Uttar Pradesh.Als...",2-3,October-March,,True,36,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0251,Vrindavan,Uttar Pradesh,ST-34,Mathura,,,Pilgrimage,"At a distance of 13 km from Mathura, 70 km from Agra, 155 km from Delhi, 400 km from Lucknow and 235 km from Jaipur, Vrindavan is a holy town situated on the banks of Yamuna River in Mathura district of Uttar Pradesh. It is also among the sacred places to visit near Delhi for a 2 day weekend trip and also one of the popular places to visit near Agra.Vrindavan is a major pilgrimage center for the H...",1-2,,,True,16,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0252,Almora,Uttarakhand,ST-35,Almora,,,Hill Station,"At a distance of 64 km from Nainital, 50 km from Ranikhet, 357 km from Dehradun, and 364 km from Delhi, Almora, a scenic hill station in the Almora district is a famous hill resorts in Uttarakhand. It lies at an altitude of 1,651 m, amidst the southern part of the Kumaon Hills. It is a one of the popular hill stations near Delhi and also of one of the top Tourist places in Uttarakhand.Almora is lo...",1-2,,,True,16,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0253,Auli,Uttarakhand,ST-35,,,,,,2-3,,,True,10,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0254,Badrinath,Uttarakhand,ST-35,,,,Pilgrimage,"At a distance of 293 km from Rishikesh, 335 km from Dehradun and 523 km from Delhi, Badrinath is an ancient holy town in Chamoli district of Uttarakhand. It lies at an altitude of 3133 m in the Garhwal Himalayan ranges along the banks of River Alaknanda near India - Tibet border. It is one of the most famous centers of pilgrimage in India and also one of the most popular Uttarakhand places to visi...",,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0255,Chopta,Uttarakhand,ST-35,,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0256,Dehradun,Uttarakhand,ST-35,Dehradun,,,,,1-2,,,True,35,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0257,Haridwar,Uttarakhand,ST-35,,,,Pilgrimage,"Haridwar, or Hardwar is an ancient religious city in the Haridwar district of Uttarakhand. About 192 km from Chandigarh, and 208 km from Delhi, it is one of the must include places in Uttarakhand tour packages, and among the prominent pilgrimage sites near Delhi.Situated on the banks of the River Ganges, Haridwar, literally translated as Gateway to God, is one of the seven holiest places for Hindu...",1-2,October-February,,True,29,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0258,Jim Corbett,Uttarakhand,ST-35,,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0259,Joshimath,Uttarakhand,ST-35,Chamoli,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0260,Kedarnath,Uttarakhand,ST-35,Rudraprayag,,,Pilgrimage,"At a distance of 224 km from Rishikesh, 264 km from Dehradun and 439 km from Delhi, Kedarnath is a town and a famous center of pilgrimage in Uttarakhand situated in Rudraprayag district.Kedarnath is a popular pilgrimage destination for Hindus and is one of the four major Places to visit in Uttarakhand known as Chota Char Dham pilgrimage that also includes Badrinath, Gangotri and Yamunotri. It lies...",,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0261,Mussoorie,Uttarakhand,ST-35,,,,Hill Station,"At a distance of 33 km from Dehradun, 187 km from Ambala, 197 km from Chandigarh, 278 km from Delhi, 263 km from Shimla and 310 km from Nainital, Mussoorie is a popular hill station in Dehradun district of Uttarakhand state. This is one of the most popular hill stations in Uttarakhand and also one of the best tourist places near Delhi. Mussoorie is one of the well known tourist destination not to ...",2-3,,,True,35,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0262,Nainital,Uttarakhand,ST-35,Nainital,,,Hill Station,"Situated at the Kumaon foothills of Himalayas, Nainital is a beautiful hill station in Uttarakhand. It is one of the most popular hill stations in India and among the must-include places in Uttarakhand tour packages. It is about 278 km from Dehradun, and 294 km from Delhi.Nainital is famous for its scenic mountain views and is commonly known as the Lake District of India. Situated at an altitude o...",2-3,,,True,33,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0263,Raipur,Uttarakhand,ST-35,Dehradun,,,,,,,,False,3,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0264,Ranikhet,Uttarakhand,ST-35,Almora,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0265,Rishikesh,Uttarakhand,ST-35,Dehradun,,,Pilgrimage,"Located at the foothills of the Himalayas, Rishikesh is a holy city on the banks of the River Ganges in Uttarakhand. It is one of the top pilgrimage sites near Delhi, and among the prominent places to visit in Uttarakhand. It is about 42 km from Dehradun, 201 km from Chandigarh, and 233 km from Delhi.Rishikesh is the gateway to the upper Garhwal region and the starting point for the Char Dham pilg...",2-3,SeptemberJune,,True,44,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0266,Uttarkashi,Uttarakhand,ST-35,Uttarkashi,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0267,Bolpur,West Bengal,ST-36,Birbhum,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0268,Cooch Behar,West Bengal,ST-36,,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0269,Darjeeling,West Bengal,ST-36,,,,Hill Station,"At a distance of 65 km from Siliguri, 98 km from Gangtok, 109 km from Jalpaiguri, 371 km from Manipur, 502 km from Guwahati, 503 km from Patna and 507 km from Kolkata, Darjeeling is a charming hill station located in the Shivalik hills of the lower Himalayas in West Bengal, India. Situated at an altitude of 6,700 feet, Darjeeling is one of the most popular tourist places in West Bengal and among t...",2-3,,,True,23,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0270,Digha,West Bengal,ST-36,,,,,,1-2,,,False,6,NEEDS_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0271,Hooghly,West Bengal,ST-36,,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0272,Jalpaiguri,West Bengal,ST-36,Jalpaiguri ,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0273,Kalimpong,West Bengal,ST-36,Darjiling ,,,,,2-3,,,True,23,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0274,Kolkata,West Bengal,ST-36,Kolkata,,,,,2-4,,,True,57,COMPLETE,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0275,Murshidabad,West Bengal,ST-36,Murshidabad ,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0276,Purulia,West Bengal,ST-36,,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0277,Siliguri,West Bengal,ST-36,Darjiling and Jalpaiguri,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
CT-0278,Sundarbans,West Bengal,ST-36,,,,,,,,,False,1,NEEDS_EXTENSIVE_RESEARCH,Merged: WanderSphere_cities + Cities.csv + City.csv + derived from place records,
